Index	Time	X_coord	Y_coord	Confidence
1	1000	61.1	336.8	1
2	5000	61.0	337.1	1
3	9000	61.3	338.0	1
4	13000	60.8	337.8	1
5	17000	60.2	337.5	1
6	21000	60.5	337.5	1
7	25000	60.8	337.6	1
8	29000	61.0	337.6	1
9	33000	61.2	337.9	1
10	37000	61.3	338.4	1
11	38000	61.4	338.5	1
12	39000	61.4	338.6	1
13	43000	61.4	338.6	1
14	47000	61.3	338.5	1
15	51000	61.3	340.8	1
16	66000	61.5	340.9	1
17	70000	61.7	340.9	1
18	74000	61.7	340.5	1
19	78000	61.7	340.5	1
20	82000	61.3	340.0	1
21	86000	60.7	339.6	1
22	101000	60.4	338.7	1
23	105000	60.0	337.0	1
24	109000	59.5	335.1	1
25	113000	59.0	333.1	1
26	117000	58.1	331.6	1
27	121000	57.2	330.5	1
28	125000	56.1	330.1	1
29	133000	55.1	330.1	1
30	137000	54.9	330.1	1
31	141000	54.6	330.2	1
32	145000	54.3	330.3	1
33	149000	54.5	330.7	1
34	153000	54.7	330.7	1
35	157000	54.8	331.2	1
36	168000	54.7	327.4	1
37	172000	61.3	324.3	1
38	176000	83.9	318.3	1
39	180000	120.1	299.3	1
40	184000	158.4	283.1	1
41	188000	201.1	270.7	1
42	200000	245.9	257.1	1
43	204000	263.0	257.5	1
44	208000	282.9	258.4	1
45	212000	283.3	258.9	1
46	216000	283.8	259.4	1
47	220000	284.2	259.3	1
48	224000	289.6	259.4	1
49	228000	291.8	258.6	1
50	232000	291.9	258.8	1
51	236000	291.9	259.0	1
52	240000	291.9	259.7	1
53	241000	291.9	260.3	1
54	242000	291.9	260.9	1
55	244000	292.2	261.8	1
56	248000	292.6	262.8	1
57	252000	292.3	262.9	1
58	266000	293.3	265.8	1
59	270000	293.1	265.1	1
60	274000	293.2	265.4	1
61	278000	293.3	265.7	1
62	282000	293.3	266.9	1
63	286000	293.3	267.9	1
64	301000	292.8	268.0	1
65	305000	293.3	269.5	1
66	309000	293.5	270.0	1
67	313000	293.4	270.5	1
68	317000	294.1	271.1	1
69	321000	294.4	271.2	1
70	325000	294.4	271.2	1
71	333000	293.9	271.4	1
72	337000	294.1	271.2	1
73	341000	294.3	271.7	1
74	345000	294.5	272.2	1
75	349000	294.5	272.2	1
76	353000	294.5	272.2	1
77	357000	294.5	272.3	1
78	370000	301.2	272.4	1
79	374000	319.1	272.9	1
80	378000	354.2	277.1	1
81	382000	403.7	290.9	1
82	386000	434.9	309.8	1
83	390000	501.0	320.2	1
84	402000	533.7	328.1	1
85	406000	592.7	334.4	1
86	410000	631.4	348.5	1
87	414000	669.2	363.5	1
88	418000	699.6	368.7	1
89	422000	735.7	380.1	1
90	426000	772.5	387.1	1
91	430000	782.2	387.2	1
92	434000	787.1	389.6	1
93	438000	788.8	390.8	1
94	439000	790.6	390.5	1
95	440000	791.1	391.5	1
96	444000	791.6	392.6	1
97	448000	791.8	393.5	1
98	452000	791.6	394.4	1
99	469000	791.5	394.8	1
100	473000	791.3	394.9	1
101	477000	791.3	395.4	1
102	481000	791.3	395.9	1
103	485000	790.8	397.2	1
104	489000	790.6	398.5	1
105	503000	790.5	398.8	1
106	507000	790.5	398.5	1
107	511000	789.8	398.6	1
108	515000	789.0	398.8	1
109	519000	789.0	398.6	1
110	523000	789.0	398.8	1
111	533000	788.7	399.1	1
112	537000	788.4	399.3	1
113	541000	787.6	399.7	1
114	545000	787.8	403.1	1
115	549000	787.4	402.8	1
116	553000	787.4	402.6	1
117	567000	787.4	402.5	1
118	571000	787.2	402.9	1
119	575000	787.3	403.0	1
120	579000	786.9	403.1	1
121	583000	786.5	403.9	1
122	587000	785.7	404.4	1
123	591000	783.9	405.0	1
124	603000	783.9	405.2	1
125	607000	784.0	405.5	1
126	611000	784.0	406.1	1
127	615000	783.9	406.0	1
128	619000	783.8	406.2	1
129	623000	783.5	406.3	1
130	627000	783.5	406.2	1
131	631000	783.1	406.7	1
132	635000	782.8	407.3	1
133	639000	782.4	406.6	1
134	640000	782.1	406.9	1
135	641000	781.9	406.8	1
136	644000	781.8	406.7	1
137	648000	780.0	406.3	1
138	652000	773.2	397.8	1
139	668000	750.0	390.7	1
140	672000	719.4	375.8	1
141	676000	682.8	353.3	1
142	680000	675.5	331.5	1
143	684000	674.0	326.7	1
144	688000	675.4	325.2	1
145	692000	675.0	325.6	1
146	696000	674.5	326.0	1
147	700000	672.3	332.6	1
148	703000	671.9	334.4	1
149	707000	671.6	336.3	1
150	711000	671.5	335.0	1
151	715000	671.4	334.8	1
152	719000	671.4	335.2	1
153	723000	670.8	335.5	1
154	727000	670.3	337.0	1
155	731000	668.8	338.6	1
156	735000	668.9	339.2	1
157	739000	668.9	339.8	1
158	743000	669.3	339.6	1
159	747000	669.4	340.2	1
160	751000	669.1	340.3	1
161	755000	669.3	340.3	1
162	759000	669.5	340.3	1
163	763000	669.2	340.3	1
164	767000	669.5	341.3	1
165	771000	669.5	342.2	1
166	775000	669.4	342.4	1
167	779000	669.3	342.4	1
168	783000	669.2	342.4	1
169	787000	669.1	343.3	1
170	791000	669.0	344.1	1
171	795000	668.8	345.3	1
172	799000	668.6	345.3	1
173	803000	668.3	345.4	1
174	807000	668.7	345.4	1
175	811000	668.9	345.5	1
176	815000	668.9	346.5	1
177	819000	668.9	346.4	1
178	823000	668.9	346.6	1
179	827000	668.8	346.4	1
180	831000	668.1	346.3	1
181	836000	667.9	346.9	1
182	840000	667.8	347.5	1
183	844000	667.5	347.7	1
184	848000	667.3	348.0	1
185	852000	666.6	348.1	1
186	856000	666.3	348.1	1
187	860000	666.6	348.3	1
188	864000	666.5	348.5	1
189	867000	666.8	348.6	1
190	871000	667.1	348.7	1
191	875000	667.9	348.7	1
192	879000	670.2	344.2	1
193	883000	682.9	339.0	1
194	887000	720.2	325.3	1
195	891000	754.9	308.2	1
196	895000	791.1	299.9	1
197	899000	828.1	293.4	1
198	903000	860.4	288.0	1
199	907000	888.3	283.1	1
200	911000	918.5	277.5	1
201	915000	956.7	271.3	1
202	919000	987.9	265.9	1
203	923000	1009.5	264.1	1
204	927000	1009.3	264.4	1
205	931000	1009.0	264.5	1
206	935000	1008.3	264.7	1
207	939000	1008.4	264.9	1
208	943000	1008.5	264.9	1
209	947000	1009.8	264.6	1
210	951000	1011.0	265.6	1
211	955000	1010.5	265.9	1
212	959000	1009.9	266.2	1
213	963000	1009.4	266.3	1
214	967000	1009.3	266.2	1
215	971000	1009.1	266.1	1
216	975000	1008.5	266.1	1
217	979000	1009.2	266.1	1
218	983000	1009.1	266.3	1
219	987000	1009.3	266.1	1
220	991000	1009.3	266.2	1
221	995000	1009.3	266.2	1
222	999000	1009.6	265.9	1
223	1003000	1009.1	265.7	1
224	1007000	1008.7	265.2	1
225	1011000	1008.9	265.8	1
226	1015000	1008.6	265.7	1
227	1019000	1008.2	265.5	1
228	1023000	1007.7	264.5	1
229	1027000	1007.6	261.0	1
230	1031000	1007.5	261.1	1
231	1036000	1007.5	261.2	1
232	1040000	1007.5	261.5	1
233	1044000	1007.5	261.5	1
234	1048000	1007.6	261.4	1
235	1052000	1007.5	262.3	1
236	1056000	1007.9	261.9	1
237	1060000	1008.0	261.8	1
238	1064000	1008.0	261.8	1
239	1067000	1008.1	261.9	1
240	1071000	1008.1	263.0	1
241	1075000	1007.6	263.0	1
242	1079000	1007.6	264.1	1
243	1083000	1007.6	263.7	1
244	1087000	1007.6	263.3	1
245	1091000	1007.3	261.4	1
246	1095000	1007.2	262.4	1
247	1099000	1006.8	262.8	1
248	1104000	1006.2	262.9	1
249	1108000	1006.2	263.1	1
250	1112000	1006.2	263.2	1
251	1116000	1006.2	263.2	1
252	1120000	1005.8	263.2	1
253	1124000	1005.7	263.1	1
254	1128000	1005.7	263.2	1
255	1132000	1005.7	263.3	1
256	1135000	1005.6	263.1	1
257	1139000	1005.7	263.4	1
258	1143000	1005.6	263.2	1
259	1147000	1005.6	263.3	1
260	1151000	1006.0	263.4	1
261	1155000	1006.4	263.3	1
262	1159000	1005.3	263.8	1
263	1163000	1005.1	264.1	1
264	1167000	1004.8	264.1	1
265	1171000	1004.2	264.1	1
266	1175000	1004.4	263.5	1
267	1179000	1004.5	263.2	1
268	1183000	1004.5	263.5	1
269	1187000	1004.7	263.4	1
270	1191000	1004.7	263.3	1
271	1195000	1004.6	262.9	1
272	1199000	1004.0	263.3	1
273	1203000	1003.4	263.8	1
274	1207000	1003.4	263.8	1
275	1211000	1003.4	263.8	1
276	1215000	1003.5	264.3	1
277	1219000	1003.6	264.8	1
278	1223000	1003.5	264.5	1
279	1227000	1004.0	264.2	1
280	1231000	1003.1	264.4	1
281	1235000	1002.2	264.9	1
282	1239000	1002.3	265.3	1
283	1243000	1002.4	264.9	1
284	1247000	1001.7	264.7	1
285	1251000	1001.5	265.2	1
286	1255000	1001.3	265.7	1
287	1259000	994.5	265.1	1
288	1263000	971.4	268.0	1
289	1267000	923.2	273.6	1
290	1271000	864.9	270.1	1
291	1275000	820.2	260.2	1
292	1279000	773.0	254.1	1
293	1283000	721.6	247.6	1
294	1287000	678.5	247.7	1
295	1291000	623.9	248.3	1
296	1295000	584.9	250.3	1
297	1299000	538.7	252.2	1
298	1303000	498.5	250.8	1
299	1307000	462.7	254.7	1
300	1311000	444.7	257.7	1
301	1315000	411.1	264.5	1
302	1319000	359.5	266.5	1
303	1323000	360.3	267.9	1
304	1327000	361.0	269.2	1
305	1331000	363.8	270.5	1
306	1335000	363.4	272.6	1
307	1339000	363.0	274.6	1
308	1343000	361.9	275.6	1
309	1347000	362.4	278.3	1
310	1351000	362.9	278.6	1
311	1355000	364.6	279.0	1
312	1359000	365.2	278.7	1
313	1363000	366.2	279.4	1
314	1368000	366.3	280.1	1
315	1372000	366.5	280.7	1
316	1376000	367.5	280.9	1
317	1380000	367.7	281.1	1
318	1384000	367.8	280.5	1
319	1388000	368.7	280.6	1
320	1392000	368.5	280.1	1
321	1396000	369.0	280.2	1
322	1400000	369.5	280.2	1
323	1403000	369.6	279.9	1
324	1407000	369.7	279.9	1
325	1411000	370.0	279.6	1
326	1415000	370.3	279.4	1
327	1419000	370.5	279.2	1
328	1423000	370.7	279.2	1
329	1427000	370.7	279.3	1
330	1431000	370.7	280.2	1
331	1435000	370.8	280.4	1
332	1439000	370.8	280.4	1
333	1443000	370.8	280.5	1
334	1447000	370.5	279.9	1
335	1451000	370.3	279.4	1
336	1455000	369.5	277.4	1
337	1459000	351.4	273.8	1
338	1463000	313.7	256.3	1
339	1467000	290.9	244.8	1
340	1471000	285.9	240.3	1
341	1475000	283.7	238.3	1
342	1479000	285.3	239.0	1
343	1483000	286.9	239.7	1
344	1487000	285.7	241.2	1
345	1491000	284.4	242.0	1
346	1495000	284.3	243.9	1
347	1499000	284.7	245.0	1
348	1503000	284.5	246.1	1
349	1507000	285.5	246.7	1
350	1511000	286.5	247.4	1
351	1515000	287.5	248.1	1
352	1519000	287.8	248.1	1
353	1523000	288.1	248.0	1
354	1527000	289.0	247.3	1
355	1531000	289.9	246.8	1
356	1535000	290.2	246.2	1
357	1539000	290.4	246.0	1
358	1543000	290.6	245.8	1
359	1547000	290.8	246.9	1
360	1551000	290.9	247.1	1
361	1555000	290.9	246.9	1
362	1559000	291.7	246.9	1
363	1563000	292.4	246.8	1
364	1567000	293.5	246.7	1
365	1571000	294.7	246.6	1
366	1575000	295.9	246.7	1
367	1579000	295.9	246.7	1
368	1583000	296.1	246.9	1
369	1587000	296.2	247.4	1
370	1591000	295.9	248.1	1
371	1595000	296.6	248.3	1
372	1599000	296.8	248.5	1
373	1603000	296.9	247.7	1
374	1607000	295.6	246.9	1
375	1611000	294.4	245.1	0
376	1615000	288.7	242.4	0
377	1619000	276.4	239.6	0
378	1623000	271.3	239.3	0
379	1627000	283.9	243.3	0
380	1631000	296.4	247.2	0
381	1635000	307.1	248.8	0
382	1639000	317.7	242.1	0
383	1643000	336.4	235.5	0
384	1647000	345.8	228.0	0
385	1651000	350.5	224.3	0
386	1655000	355.2	220.5	0
387	1659000	370.2	224.7	0
388	1663000	374.0	225.8	0
389	1667000	377.7	226.9	0
390	1671000	381.5	227.9	0
391	1675000	385.3	229.0	0
392	1679000	385.3	229.0	0
393	1683000	0.0	0.0	0
394	1687000	0.0	0.0	0
395	1691000	0.0	0.0	0
396	1695000	0.0	0.0	0
397	1699000	0.0	0.0	0
398	1703000	0.0	0.0	0
399	1707000	0.0	0.0	0
400	1711000	822.3	271.3	0
401	1715000	822.2	271.5	0
402	1719000	819.5	266.3	0
403	1723000	816.8	261.2	0
404	1727000	811.4	250.9	0
405	1731000	800.8	230.8	0
406	1736000	789.2	217.0	0
407	1740000	773.4	207.1	0
408	1744000	755.0	204.9	0
409	1748000	733.2	211.3	0
410	1752000	714.6	217.3	0
411	1756000	700.0	226.4	0
412	1760000	690.4	238.9	0
413	1764000	686.9	240.3	0
414	1768000	699.2	252.0	0
415	1771000	700.4	251.3	0
416	1775000	700.0	269.5	0
417	1779000	699.2	305.6	0
418	1783000	698.2	305.8	0
419	1787000	698.0	306.0	0
420	1791000	697.8	308.4	0
421	1795000	696.4	311.2	0
422	1799000	696.4	313.8	0
423	1803000	696.3	313.8	0
424	1807000	696.2	315.0	0
425	1811000	696.6	314.9	1
426	1815000	696.3	315.0	1
427	1819000	696.3	315.4	1
428	1823000	696.3	315.9	1
429	1827000	696.6	316.2	1
430	1831000	696.7	316.6	1
431	1835000	696.8	316.7	1
432	1839000	697.7	316.7	1
433	1843000	698.5	319.4	1
434	1847000	699.1	320.4	1
435	1851000	699.6	320.7	1
436	1855000	700.0	320.7	1
437	1859000	700.4	320.1	1
438	1863000	701.0	319.5	1
439	1867000	701.0	319.1	1
440	1871000	701.1	318.9	1
441	1875000	702.7	318.8	1
442	1879000	704.3	318.7	1
443	1883000	704.3	321.8	1
444	1887000	704.4	322.2	1
445	1891000	704.2	322.7	1
446	1895000	704.8	323.0	1
447	1899000	705.4	323.5	1
448	1903000	705.8	323.9	1
449	1907000	706.1	325.0	1
450	1911000	706.2	325.2	1
451	1915000	706.2	325.3	1
452	1919000	706.5	325.3	1
453	1923000	706.7	325.6	1
454	1927000	707.4	325.8	1
455	1931000	708.0	326.1	1
456	1935000	708.2	326.5	1
457	1939000	708.0	328.7	1
458	1943000	708.3	329.3	1
459	1947000	708.7	330.0	1
460	1951000	707.3	331.6	1
461	1955000	705.9	332.1	1
462	1959000	703.1	332.7	1
463	1963000	689.5	338.8	1
464	1967000	664.8	364.6	1
465	1971000	638.0	385.8	1
466	1975000	642.9	418.2	1
467	1979000	647.4	431.6	1
468	1983000	649.7	437.9	1
469	1987000	648.5	439.6	1
470	1991000	647.3	438.2	1
471	1995000	643.1	438.4	1
472	1999000	642.7	438.7	1
473	2003000	642.6	440.6	1
474	2007000	643.6	442.5	1
475	2011000	643.9	444.6	1
476	2015000	644.1	446.7	1
477	2019000	644.7	446.5	1
478	2023000	645.2	446.2	1
479	2027000	644.9	446.2	1
480	2031000	644.6	446.3	1
481	2035000	644.3	445.2	1
482	2039000	644.0	444.9	1
483	2043000	644.1	444.9	1
484	2047000	643.2	445.0	1
485	2051000	642.2	444.8	1
486	2055000	641.6	445.5	1
487	2059000	641.7	446.2	1
488	2063000	641.8	446.5	1
489	2067000	642.1	446.6	1
490	2071000	642.3	446.7	1
491	2075000	642.9	446.7	1
492	2079000	643.5	446.9	1
493	2083000	643.9	446.8	1
494	2087000	644.3	447.0	1
495	2091000	644.4	446.7	1
496	2095000	644.6	446.7	1
497	2099000	644.8	446.8	1
498	2103000	644.7	447.0	1
499	2107000	644.7	447.0	1
500	2111000	645.4	447.5	1
501	2115000	645.6	448.0	1
502	2119000	645.7	447.9	1
503	2123000	645.7	447.7	1
504	2127000	645.7	448.2	1
505	2131000	645.7	448.2	1
506	2135000	645.4	448.2	1
507	2139000	645.4	447.7	1
508	2143000	645.4	447.8	1
509	2147000	645.3	447.9	1
510	2151000	645.1	448.0	1
511	2155000	644.9	447.7	1
512	2159000	645.2	448.0	1
513	2163000	645.1	448.4	1
514	2167000	645.0	448.8	1
515	2171000	646.0	449.0	1
516	2175000	645.8	448.8	1
517	2179000	645.7	449.0	1
518	2183000	645.6	449.1	1
519	2187000	645.4	449.6	1
520	2191000	645.3	449.5	1
521	2195000	645.2	449.3	1
522	2199000	645.1	449.1	1
523	2203000	645.1	448.8	1
524	2207000	651.1	440.8	1
525	2211000	658.8	419.5	1
526	2215000	659.1	404.0	1
527	2219000	658.4	403.4	1
528	2223000	657.7	403.5	1
529	2227000	656.9	403.6	1
530	2231000	657.2	404.0	1
531	2235000	657.4	404.3	1
532	2239000	660.1	406.9	1
533	2243000	659.9	406.8	1
534	2247000	659.7	406.9	1
535	2251000	659.3	406.9	1
536	2255000	659.8	407.0	1
537	2259000	660.2	407.6	1
538	2263000	661.1	408.2	1
539	2267000	661.3	408.4	1
540	2271000	661.2	408.7	1
541	2275000	661.2	409.0	1
542	2279000	661.0	409.4	1
543	2283000	661.3	409.7	1
544	2287000	661.5	410.0	1
545	2291000	661.6	410.1	1
546	2295000	661.6	410.2	1
547	2299000	662.0	410.3	1
548	2303000	662.4	410.3	1
549	2307000	662.4	410.5	1
550	2311000	662.5	410.7	1
551	2315000	662.5	410.5	1
552	2319000	663.1	410.3	1
553	2323000	663.8	410.2	1
554	2327000	664.0	410.5	1
555	2331000	664.1	409.6	1
556	2335000	664.1	409.2	1
557	2339000	664.1	408.8	1
558	2343000	663.7	407.5	1
559	2347000	663.9	406.9	1
560	2351000	663.6	406.3	1
561	2355000	663.7	406.1	1
562	2359000	663.8	406.3	1
563	2363000	664.0	406.1	1
564	2367000	664.1	405.9	1
565	2371000	664.0	405.8	1
566	2375000	664.2	405.7	1
567	2379000	664.4	405.2	1
568	2383000	664.5	404.7	1
569	2387000	664.7	404.7	1
570	2391000	665.2	404.5	1
571	2395000	665.4	404.4	1
572	2399000	665.4	404.4	1
573	2403000	665.8	404.4	1
574	2407000	666.3	404.3	1
575	2411000	665.5	404.3	1
576	2415000	664.8	404.3	1
577	2419000	664.4	404.3	1
578	2423000	664.5	404.2	1
579	2427000	664.7	404.1	1
580	2431000	664.2	404.3	1
581	2435000	663.6	404.3	1
582	2439000	663.1	404.2	1
583	2443000	663.6	404.2	1
584	2447000	663.9	404.0	1
585	2451000	664.0	403.9	1
586	2455000	664.3	403.9	1
587	2459000	664.7	403.9	1
588	2463000	664.9	404.1	1
589	2467000	665.1	404.3	1
590	2471000	665.3	404.8	1
591	2475000	665.7	404.7	1
592	2479000	665.7	404.7	1
593	2483000	665.7	404.2	1
594	2487000	664.6	401.9	1
595	2491000	654.3	372.5	1
596	2495000	650.5	346.7	1
597	2499000	649.3	307.2	1
598	2503000	648.9	289.9	1
599	2507000	650.2	291.7	1
600	2511000	651.4	293.6	1
601	2515000	654.8	300.4	1
602	2519000	656.3	303.7	1
603	2523000	657.7	303.9	1
604	2527000	657.3	303.8	1
605	2531000	656.9	303.8	1
606	2535000	657.1	301.2	1
607	2539000	656.9	300.6	1
608	2543000	657.5	301.4	1
609	2547000	658.1	302.2	1
610	2551000	658.3	302.8	1
611	2555000	658.5	303.0	1
612	2559000	658.5	303.2	1
613	2563000	659.0	303.8	1
614	2567000	659.4	304.4	1
615	2571000	659.4	304.5	1
616	2575000	659.4	304.6	1
617	2579000	659.1	306.1	1
618	2583000	659.2	306.8	1
619	2587000	659.4	307.5	1
620	2591000	659.9	307.8	1
621	2595000	660.1	307.3	1
622	2599000	660.3	307.6	1
623	2603000	660.7	307.7	1
624	2607000	661.2	308.6	1
625	2611000	661.4	308.3	1
626	2615000	661.6	308.4	1
627	2619000	661.9	308.4	1
628	2623000	662.0	308.6	1
629	2627000	662.1	308.6	1
630	2631000	662.6	308.6	1
631	2635000	663.3	308.3	1
632	2638000	663.7	308.2	1
633	2642000	664.0	308.2	1
634	2646000	663.9	308.2	1
635	2650000	663.7	308.0	1
636	2654000	663.2	308.5	1
637	2658000	663.4	308.3	1
638	2662000	663.5	308.4	1
639	2666000	663.9	308.4	1
640	2671000	664.2	308.8	1
641	2675000	664.5	308.8	1
