Eye1_x	Eye1_x	Confidence	Pattern	Filename
0.484977561392	0.442977290724	0.999	F	eye1_00001.jpg
0.485042246668	0.443030439779	0.998	F	eye1_00002.jpg
0.484756555732	0.443321166819	0.999	F	eye1_00003.jpg
0.485082055722	0.443168111132	0.999	F	eye1_00004.jpg
0.484733130699	0.443104992003	0.999	F	eye1_00005.jpg
0.484829180761	0.443172537117	0.998	F	eye1_00006.jpg
0.484651823322	0.443350941139	0.998	F	eye1_00007.jpg
0.484651823322	0.443350941139	0.998	F	eye1_00008.jpg
0.484779177682	0.443423963576	0.998	F	eye1_00009.jpg
0.484860099333	0.443179499072	0.998	F	eye1_00010.jpg
0.484449274583	0.44354173692	0.998	F	eye1_00011.jpg
0.484610079058	0.443984937967	0.997	F	eye1_00012.jpg
0.484555549571	0.443894783162	0.998	F	eye1_00013.jpg
0.484554262248	0.443656630153	0.998	F	eye1_00014.jpg
0.484401514052	0.443776454904	0.998	F	eye1_00015.jpg
0.484421466175	0.444091817589	0.999	F	eye1_00016.jpg
0.484268732768	0.443989696726	0.999	F	eye1_00017.jpg
0.484366597731	0.443848361443	0.999	F	eye1_00018.jpg
0.484238099566	0.444271582279	0.998	F	eye1_00019.jpg
0.484299810616	0.443899702141	0.999	F	eye1_00020.jpg
0.484084296488	0.44405178106	0.999	F	eye1_00021.jpg
0.48397487878	0.444094712443	0.999	F	eye1_00022.jpg
0.484001145872	0.444038359069	0.999	F	eye1_00023.jpg
0.484237034043	0.443489972593	0.939	F	eye1_00024.jpg
0.484178311449	0.444125573262	0.999	F	eye1_00025.jpg
0.484114989601	0.443815796217	0.999	F	eye1_00026.jpg
0.484275031465	0.443916965401	0.999	F	eye1_00027.jpg
0.484367575072	0.444236671721	0.999	F	eye1_00028.jpg
0.484126089402	0.444032868469	0.928	F	eye1_00029.jpg
0.484359978171	0.444155336335	0.998	F	eye1_00030.jpg
0.484028668837	0.4442005856	0.998	F	eye1_00031.jpg
0.484141347398	0.443916401348	0.994	F	eye1_00032.jpg
0.484109947475	0.444053001386	0.998	F	eye1_00033.jpg
0.484185249846	0.44400884004	0.999	F	eye1_00034.jpg
0.484110939575	0.444084635232	0.999	F	eye1_00035.jpg
0.484084296488	0.44405178106	0.999	F	eye1_00036.jpg
0.484558409247	0.443588400168	0.998	F	eye1_00037.jpg
0.484137313037	0.444153745411	0.999	F	eye1_00038.jpg
0.484028668837	0.4442005856	0.997	F	eye1_00039.jpg
0.484299810616	0.443899702141	0.999	F	eye1_00040.jpg
0.484313518743	0.443702765882	0.999	F	eye1_00041.jpg
0.483749977114	0.444341932752	0.999	F	eye1_00042.jpg
0.47325672511	0.445804040343	0.963	F	eye1_00043.jpg
0.466096048755	0.446851542495	0.997	F	eye1_00044.jpg
0.458498362898	0.448793670584	1.000	F	eye1_00045.jpg
0.45059451929	0.450190234805	0.998	F	eye1_00046.jpg
0.443872242035	0.451069863908	0.995	F	eye1_00047.jpg
0.433594952023	0.455137326467	1.000	F	eye1_00048.jpg
0.432419362466	0.456773620065	1.000	F	eye1_00049.jpg
0.432658570962	0.455701483799	1.000	F	eye1_00050.jpg
0.433025051922	0.455642138223	0.998	F	eye1_00051.jpg
0.432567447971	0.45610855758	0.999	F	eye1_00052.jpg
0.432625227348	0.456257587897	0.998	F	eye1_00053.jpg
0.432385799519	0.456977355042	0.998	F	eye1_00054.jpg
0.432099942926	0.456616699339	0.999	F	eye1_00055.jpg
0.432228244502	0.456562012117	0.998	F	eye1_00056.jpg
0.431920099802	0.456273511068	0.998	F	eye1_00057.jpg
0.431951883904	0.456452221499	0.999	F	eye1_00058.jpg
0.432132936504	0.456685917482	0.999	F	eye1_00059.jpg
0.431869680237	0.456133704274	1.000	F	eye1_00060.jpg
0.431785586203	0.456410034107	0.999	F	eye1_00061.jpg
0.432124735746	0.457116574317	0.999	F	eye1_00062.jpg
0.431395830481	0.456654753528	0.999	F	eye1_00063.jpg
0.431355833627	0.456734771864	1.000	F	eye1_00064.jpg
0.431371982099	0.456728907487	0.983	F	eye1_00065.jpg
0.430794069065	0.456800125093	0.999	F	eye1_00066.jpg
0.43134959269	0.456605210193	0.999	F	eye1_00067.jpg
0.430910526323	0.456358901387	0.999	F	eye1_00068.jpg
0.430856068534	0.456100962754	0.999	F	eye1_00069.jpg
0.431055800259	0.45670193343	0.999	F	eye1_00070.jpg
0.431080477818	0.456628258464	0.998	F	eye1_00071.jpg
0.430703839973	0.456503286988	0.999	F	eye1_00072.jpg
0.430661846202	0.456528502263	0.999	F	eye1_00073.jpg
0.430742544693	0.456890178327	0.963	F	eye1_00074.jpg
0.430891100413	0.45677448888	0.999	F	eye1_00075.jpg
0.430742544693	0.456890178327	0.998	F	eye1_00076.jpg
0.430570048819	0.456991519412	0.999	F	eye1_00077.jpg
0.430662293773	0.456502939176	0.999	F	eye1_00078.jpg
0.428055067285	0.455342419057	0.998	F	eye1_00079.jpg
0.425088448384	0.452698696952	0.998	F	eye1_00080.jpg
0.421134298474	0.448748592403	0.999	F	eye1_00081.jpg
0.416421629123	0.445671645287	0.998	F	eye1_00082.jpg
0.410876371013	0.445002900423	0.997	F	eye1_00083.jpg
0.405862731386	0.444918651997	0.999	F	eye1_00084.jpg
0.400043902176	0.443737960611	0.999	F	eye1_00085.jpg
0.393811062381	0.444651136174	0.999	F	eye1_00086.jpg
0.383893632436	0.447254517496	0.998	F	eye1_00087.jpg
0.380363018839	0.448316614902	0.999	F	eye1_00088.jpg
0.378361788156	0.447686605284	0.999	F	eye1_00089.jpg
0.377282132769	0.448190159071	0.998	F	eye1_00090.jpg
0.377499357629	0.448331751783	0.997	F	eye1_00091.jpg
0.377444347959	0.448221493358	0.997	F	eye1_00092.jpg
0.377055382653	0.448566394421	0.996	F	eye1_00093.jpg
0.376916476256	0.448692840584	0.996	F	eye1_00094.jpg
0.376361628165	0.449247828004	0.996	F	eye1_00095.jpg
0.376383993934	0.448930281806	0.996	F	eye1_00096.jpg
0.37609084021	0.449139743241	0.996	F	eye1_00097.jpg
0.376733473223	0.449251621777	0.996	F	eye1_00098.jpg
0.375951086947	0.44917794269	0.997	F	eye1_00099.jpg
0.375995467086	0.449500978224	0.998	F	eye1_00100.jpg
0.375772241705	0.449645410177	0.998	F	eye1_00101.jpg
0.375772241705	0.449645410177	0.998	F	eye1_00102.jpg
0.375735603923	0.449790032331	0.998	F	eye1_00103.jpg
0.37541220297	0.449441692407	0.997	F	eye1_00104.jpg
0.375458274168	0.44953883295	0.997	F	eye1_00105.jpg
0.37541220297	0.449441692407	0.997	F	eye1_00106.jpg
0.375458274168	0.44953883295	0.997	F	eye1_00107.jpg
0.375299931937	0.44993110901	0.998	F	eye1_00108.jpg
0.375299931937	0.44993110901	0.998	F	eye1_00109.jpg
0.375431075669	0.449936439599	0.997	F	eye1_00110.jpg
0.375299931937	0.44993110901	0.998	F	eye1_00111.jpg
0.375299931937	0.44993110901	0.998	F	eye1_00112.jpg
0.375165296805	0.449866444246	0.997	F	eye1_00113.jpg
0.37496821015	0.450050845622	0.997	F	eye1_00114.jpg
0.374872376855	0.450266597341	0.997	F	eye1_00115.jpg
0.374888285913	0.450282947681	0.997	F	eye1_00116.jpg
0.374822789871	0.450819889384	0.997	F	eye1_00117.jpg
