X_coord	Y_coord	Confidence	Pattern
0.5111718654632569	0.5470833248562283	1.0	F
0.5112500190734863	0.5470833248562283	1.0	F
0.5112500190734863	0.5470833248562283	1.0	F
0.511328125	0.5473611195882161	1.0	F
0.5114843845367432	0.54750001695421	1.0	F
0.5115624904632569	0.5476388719346789	1.0	F
0.5116406440734863	0.5477777693006728	1.0	F
0.5115624904632569	0.5487500084771051	1.0	F
0.5114843845367432	0.5491666581895617	1.0	F
0.5114843845367432	0.5493055555555556	1.0	F
0.5117968559265137	0.5493055555555556	1.0	F
0.512109375	0.5493055555555556	1.0	F
0.5121874809265137	0.5493055555555556	1.0	F
0.5119531154632568	0.5494444529215495	1.0	F
0.5117968559265137	0.5497222052680122	1.0	F
0.51171875	0.5497222052680122	1.0	F
0.51171875	0.5497222052680122	1.0	F
0.5118750095367431	0.5495833502875433	1.0	F
0.5117968559265137	0.5498611026340061	1.0	F
0.51171875	0.5502777947319879	1.0	F
0.5116406440734863	0.5497222052680122	1.0	F
0.51171875	0.5502777947319879	1.0	F
0.5117968559265137	0.550138897365994	1.0	F
0.5116406440734863	0.5505555470784506	1.0	F
0.5114843845367432	0.55	1.0	F
0.511328125	0.5493055555555556	1.0	F
0.511328125	0.5493055555555556	1.0	F
0.5116406440734863	0.5491666581895617	1.0	F
0.51171875	0.5481944613986545	1.0	F
0.5118750095367431	0.5473611195882161	1.0	F
0.5119531154632568	0.54750001695421	1.0	F
0.5119531154632568	0.5477777693006728	1.0	F
0.512109375	0.5480555640326605	1.0	F
0.5122656345367431	0.5483333163791233	1.0	F
0.5125781059265136	0.5490277608235677	1.0	F
0.512890625	0.5491666581895617	1.0	F
0.5130468845367432	0.5488889058430989	1.0	F
0.5128125190734864	0.5486111111111112	1.0	F
0.5125781059265136	0.5483333163791233	1.0	F
0.5125781059265136	0.5481944613986545	1.0	F
0.5125781059265136	0.5483333163791233	1.0	F
0.5125781059265136	0.5484722137451172	1.0	F
0.5125781059265136	0.5477777693006728	1.0	F
0.5125781059265136	0.5470833248562283	1.0	F
0.5123437404632568	0.5473611195882161	1.0	F
0.5122656345367431	0.54750001695421	1.0	F
0.5122656345367431	0.5477777693006728	1.0	F
0.512109375	0.5476388719346789	1.0	F
0.512109375	0.54750001695421	1.0	F
0.5121874809265137	0.5470833248562283	1.0	F
0.5121874809265137	0.5466666751437717	1.0	F
0.5124218940734864	0.5465277777777777	1.0	F
0.5125781059265136	0.5469444274902344	1.0	F
0.5129687309265136	0.5472222222222223	1.0	F
0.5131249904632569	0.5476388719346789	1.0	F
0.5132031440734863	0.5480555640326605	1.0	F
0.5141406059265137	0.5484722137451172	1.0	F
0.5145312309265136	0.5484722137451172	1.0	F
0.5150000095367432	0.5487500084771051	1.0	F
0.5149218559265136	0.5490277608235677	1.0	F
0.51484375	0.5490277608235677	1.0	F
0.5147656440734864	0.5490277608235677	1.0	F
0.5143750190734864	0.5491666581895617	1.0	F
0.513671875	0.5488889058430989	1.0	F
0.513671875	0.5486111111111112	1.0	F
0.513671875	0.5480555640326605	1.0	F
0.5137499809265137	0.5473611195882161	1.0	F
0.5133593559265137	0.5466666751437717	1.0	F
0.5129687309265136	0.5461111280653211	1.0	F
0.51328125	0.5455555386013455	1.0	F
0.5135937690734863	0.5454166836208767	1.0	F
0.5142968654632568	0.5454166836208767	1.0	F
0.5142187595367431	0.5454166836208767	1.0	F
0.5146874904632568	0.5455555386013455	1.0	F
0.5151562690734863	0.5455555386013455	1.0	F
0.5161718845367431	0.5452777862548828	1.0	F
0.5162499904632568	0.5449999915228949	1.0	F
0.516015625	0.5438888973659939	1.0	F
0.5160937309265137	0.54375	1.0	F
0.5161718845367431	0.54375	1.0	F
0.5165625095367432	0.5438888973659939	1.0	F
0.5180468559265137	0.5377777947319878	1.0	S
0.5194531440734863	0.5318055470784505	1.0	S
0.528515625	0.5194444444444445	1.0	S
0.5364843845367432	0.5065277947319878	1.0	S
0.5366406440734863	0.4859722137451172	1.0	S
0.5367968559265137	0.47527779473198783	1.0	S
0.5382031440734864	0.47250001695421007	1.0	S
0.5385937690734863	0.469861094156901	1.0	S
0.5389062404632569	0.46888889736599393	1.0	S
0.5392968654632568	0.46861110263400607	1.0	F
0.5395312309265137	0.4683333502875434	1.0	F
0.5395312309265137	0.46694446139865453	1.0	F
0.5395312309265137	0.46555557250976565	1.0	F
