X_coord	Y_coord	Confidence	Pattern
0.48468751907348634	0.35097221798366973	1.0	F
0.4850781440734863	0.3511111153496636	1.0	F
0.48546876907348635	0.351249991522895	1.0	F
0.48523435592651365	0.351249991522895	1.0	F
0.48546876907348635	0.351249991522895	1.0	F
0.4856249809265137	0.351249991522895	1.0	F
0.4849218845367432	0.35180555979410805	1.0	F
0.4842968940734863	0.35222223069932723	1.0	F
0.483984375	0.3523611068725586	1.0	F
0.4837500095367432	0.35250000423855254	1.0	F
0.48351564407348635	0.3526388804117839	1.0	F
0.48351564407348635	0.35180555979410805	1.0	F
0.48351564407348635	0.35180555979410805	1.0	F
0.48390626907348633	0.3516666624281142	1.0	F
0.4838281154632568	0.35138888888888886	1.0	F
0.4838281154632568	0.35138888888888886	1.0	F
0.48414063453674316	0.3516666624281142	1.0	F
0.4844531059265137	0.3515277862548828	1.0	F
0.48468751907348634	0.35194443596733943	1.0	F
0.484765625	0.35208333333333336	1.0	F
0.48484373092651367	0.35222223069932723	1.0	F
0.48468751907348634	0.3523611068725586	1.0	F
0.48460936546325684	0.35250000423855254	1.0	F
0.484375	0.34986110263400605	1.0	F
0.48421874046325686	0.3501388973659939	1.0	F
0.48421874046325686	0.35041667090521916	1.0	F
0.48414063453674316	0.35055554707845055	1.0	F
0.48414063453674316	0.35055554707845055	1.0	F
0.4842968940734863	0.3472222222222222	1.0	F
0.484375	0.34388889736599393	1.0	F
0.48484373092651367	0.34250000847710504	1.0	F
0.48531250953674315	0.34250000847710504	1.0	F
0.4850781440734863	0.34208333757188586	1.0	F
0.48546876907348635	0.3394444359673394	1.0	F
0.48585939407348633	0.33805554707845054	1.0	F
0.48539061546325685	0.3377777735392253	1.0	F
0.48539061546325685	0.33763889736599395	1.0	F
0.48484373092651367	0.33763889736599395	1.0	F
0.484765625	0.3377777735392253	1.0	F
0.48460936546325684	0.3379166709052192	1.0	F
0.48453125953674314	0.3384722179836697	1.0	F
0.4844531059265137	0.3384722179836697	1.0	F
0.4844531059265137	0.33861111534966365	1.0	F
0.48414063453674316	0.33902778625488283	1.0	F
0.4844531059265137	0.3394444359673394	1.0	F
0.4842968940734863	0.3397222306993273	1.0	F
0.484375	0.34000000423855253	1.0	F
0.48414063453674316	0.3402777777777778	1.0	F
0.48414063453674316	0.34208333757188586	1.0	F
0.48414063453674316	0.34402777353922526	1.0	F
0.4837500095367432	0.34402777353922526	1.0	F
0.48343749046325685	0.34388889736599393	1.0	F
0.48023438453674316	0.3418055640326606	1.0	B
0.47890625	0.340694448682997	1.0	B
0.4732812404632568	0.3418055640326606	1.0	B
0.473046875	0.34291665818956163	1.0	B
0.47218751907348633	0.3294444402058919	1.0	B
0.47492189407348634	0.3284722222222222	1.0	B
0.4778906345367432	0.33097222646077473	1.0	B
0.49460935592651367	0.33347223069932724	1.0	B
0.5030468940734864	0.33652778201633027	1.0	B
0.5114843845367432	0.3394444359673394	1.0	B
0.5478125095367432	0.417638905843099	1.0	B
0.5829687595367432	0.5086111280653212	1.0	B
0.6121874809265136	0.5743055555555555	1.0	B
0.6239843845367432	0.6259722391764323	1.0	B
0.6282031059265136	0.6230555640326606	1.0	B
0.625390625	0.619861094156901	1.0	B
0.622265625	0.6077777862548828	1.0	B
0.6161718845367432	0.5819444444444445	1.0	B
0.61015625	0.5609722137451172	1.0	B
0.603515625	0.563749991522895	1.0	B
0.5917187690734863	0.5662500169542101	1.0	B
0.5796093940734863	0.5759722391764323	1.0	B
0.5749218940734864	0.5845833248562283	1.0	B
0.5714062690734864	0.5958333333333333	1.0	B
0.5678906440734863	0.6041666666666666	1.0	B
0.566796875	0.6073610941569011	1.0	B
0.5649218559265137	0.60874998304579	1.0	B
0.5646874904632568	0.6088888804117839	1.0	B
0.5635156154632568	0.6106944613986545	1.0	B
0.5633593559265136	0.6111111111111112	1.0	B
0.5629687309265137	0.6113889058430989	1.0	B
0.5620312690734863	0.6122222052680122	1.0	B
0.5610937595367431	0.6134722391764323	1.0	B
0.5600781440734863	0.61499998304579	1.0	B
0.5595312595367432	0.6169444613986546	1.0	B
0.5994531154632569	0.6122222052680122	1.0	B
0.6002343654632568	0.6147222306993273	1.0	B
0.6005468845367432	0.619861094156901	1.0	B
0.601171875	0.6333333333333333	1.0	B
0.6022656440734864	0.6477777693006728	1.0	B
0.603515625	0.6604166666666667	1.0	B
0.6078125	0.6647222306993272	1.0	B
0.6080468654632568	0.6697222391764323	1.0	B
0.6094531059265137	0.680138905843099	1.0	B
0.6098437309265137	0.6800000084771051	1.0	B
0.610546875	0.6883333418104384	1.0	B
0.611328125	0.6912500169542101	1.0	B
0.6120312690734864	0.6927777608235677	1.0	B
0.612109375	0.6954166836208767	1.0	B
0.612109375	0.6972222222222222	1.0	F
0.6119531154632568	0.6979166666666666	1.0	F
0.6118750095367431	0.6983333163791232	1.0	F
0.6117968559265137	0.6973611195882161	1.0	F
0.6118750095367431	0.6965277777777777	1.0	F
0.6119531154632568	0.6968055725097656	1.0	F
0.6120312690734864	0.6970833248562283	1.0	F
0.6121874809265136	0.6970833248562283	1.0	F
0.612109375	0.6969444274902343	1.0	F
0.6122656345367432	0.6981944613986545	1.0	F
0.6122656345367432	0.6994444529215494	1.0	F
0.6121874809265136	0.7	1.0	F
0.6121874809265136	0.7005555470784505	1.0	F
0.6117968559265137	0.7008333418104383	1.0	F
0.6114843845367431	0.7030555725097656	1.0	F
0.6114062309265137	0.7027777777777777	1.0	F
0.611328125	0.70249998304579	1.0	F
0.6112500190734863	0.7026388804117839	1.0	F
0.6111718654632569	0.7029166751437717	1.0	F
0.6103906154632568	0.7041666666666667	1.0	F
0.6102343559265136	0.7079166836208768	1.0	F
0.6099999904632568	0.7091666751437717	1.0	F
0.6096093654632568	0.7104166666666667	1.0	F
0.6092187404632569	0.7115277608235677	1.0	F
0.60859375	0.7116667005750869	1.0	F
0.60859375	0.7120833502875434	1.0	F
0.60859375	0.7125	1.0	F
0.6077343940734863	0.7156944274902344	1.0	F
0.6072656154632569	0.7152777777777778	1.0	F
0.6068749904632569	0.7149999830457899	1.0	F
0.6067968845367432	0.7145833333333333	1.0	F
0.6067968845367432	0.7148611280653212	1.0	F
0.6067968845367432	0.7152777777777778	1.0	F
0.6064062595367432	0.7169444613986545	1.0	F
0.6051562309265137	0.7172222561306424	1.0	F
0.6050000190734863	0.7166666666666667	1.0	F
0.6051562309265137	0.716111077202691	1.0	F
0.6050000190734863	0.7154166327582465	1.0	F
0.6049218654632569	0.7156944274902344	1.0	F
0.6046875	0.7158333672417535	1.0	F
0.6046875	0.7156944274902344	1.0	F
